AQW00061705       11343C
USW00025624         295C
USW00025628          75R
USW00025704         282P
USW00025713          83C
USW00026401         936R
USW00026409        1076R
USW00026410         718S
USW00026411        1324C
USW00026412        1054S
USW00026415        1076S
USW00026422        1226S
USW00026425         985S
USW00026435        1228R
USW00026438         696S
USW00026442         693C
USW00026451         917C
USW00026491        1227R
USW00026492         612R
USW00026494         990Q
USW00026502         891R
USW00026508         694R
USW00026510        1062S
USW00026512        1144Q
USW00026514        1109R
USW00026523         865S
USW00026528        1113S
USW00026529        1160S
USW00026533         999C
USW00026615         684C
USW00026616         401C
USW00026617         398C
USW00026618         110R
USW00026642         268R
USW00027406         179P
USW00027502          70S
USW00027503         155P
USW00027515         304P
USW00045715          88P
USW00053119        4973R
USW00053120        4768R
USW00053121        4515R
USW00053123        6461R
USW00053131        6777Q
USW00053132        5086Q
USW00053136        5201Q
USW00053138        2788Q
USW00053139        8189Q
USW00053144        5316Q
USW00053149        3221Q
USW00053150        2300Q
USW00053151        5453Q
USW00053152        3383Q
USW00053154        7421Q
USW00053155        3201Q
USW00053802        3806R
USW00053819        5331R
USW00053820        6156R
USW00053838        5041R
USW00053841        4149R
USW00053842        3796R
USW00053843        6539Q
USW00053844        3719R
USW00053847        6904Q
USW00053848        6998Q
USW00053850        5483R
USW00053852        5185R
USW00053853        7013R
USW00053854        5931R
USW00053855        3826R
USW00053858        6626R
USW00053859        3650R
USW00053860        7043R
USW00053862        6891R
USW00053863        5305R
USW00053864        5705R
USW00053865        6659R
USW00053866        3686R
USW00053867        6007R
USW00053868        4763R
USW00053869        5142R
USW00053870        4907R
USW00053871        5102R
USW00053872        5040R
USW00053873        5024R
USW00053874        5322R
USW00053877        3694Q
USW00053878        3755Q
USW00053879        4159Q
USW00053901        4450R
USW00053902        6663R
USW00053903        6858R
USW00053904        4237R
USW00053905        6188R
USW00053907        6290R
USW00053908        5160R
USW00053909        6142R
USW00053910        6842R
USW00053911        6191R
USW00053912        6379R
USW00053913        5277R
USW00053914        5928R
USW00053915        7044R
USW00053916        3905R
USW00053917        7462R
USW00053918        4792R
USW00053919        5819S
USW00053920        5368R
USW00053921        5173R
USW00053922        4366R
USW00053925        5492Q
USW00053926        5071Q
USW00053927        4972Q
USW00053959        5245Q
USW00053960        6730Q
USW00053961        5604Q
USW00053968        6272Q
USW00053974        4206Q
USW00053988        6368Q
USW00054704        2884R
USW00054728        2116R
USW00054733        2704R
USW00054734        2937R
USW00054737        3471R
USW00054740        2515R
USW00054742        2640S
USW00054743        3442R
USW00054756        2664R
USW00054757        2295R
USW00054767        3038R
USW00054768        2637R
USW00054769        2789R
USW00054770        2427R
USW00054771        2319R
USW00054772        2486R
USW00054773        2534R
USW00054777        2991R
USW00054778        2832R
USW00054779        3143Q
USW00054780        3030R
USW00054781        2522R
USW00054782        3515R
USW00054785        3439Q
USW00054786        3468R
USW00054787        3383R
USW00054788        3160R
USW00054789        2413R
USW00054790        3161R
USW00054791        2615R
USW00054792        2748R
USW00054793        3008R
USW00054794        2574Q
USW00054795        2567Q
USW00054796        2729Q
USW00054797        2729Q
USW00054808        3511Q
USW00054810        1868Q
USW00054811        2971Q
USW00054813        1927Q
USW00054851        3138Q
USW00054854        2086Q
USW00054902        3323Q
USW00054903        2655Q
USW00054932        2235Q
USW00054933        2491Q
USW00054937        2364Q
USW00063826        5730Q
USW00063828        6264Q
USW00063829        6371Q
USW00063831        5673Q
USW00063838        4016Q
USW00063849        4516Q
USW00063850        5185Q
USW00063855        3708Q
USW00063856        6771Q
USW00063857        4629Q
USW00063858        5695Q
USW00063862        4707Q
USW00063866        5244Q
USW00063867        4903Q
USW00063868        5078Q
USW00063869        6231Q
USW00063870        6642Q
USW00063872        6199Q
USW00063890        6842Q
USW00063891        5557Q
USW00063892        5672Q
USW00063893        5733Q
USW00063894        5003Q
USW00063895        4901Q
USW00063896        4902Q
USW00063897        5831Q
USW00063898        3819Q
USW00063899        6182Q
USW00064756        2887Q
USW00064758        2342Q
USW00064775        2599Q
USW00064776        2446Q
USW00073802        5808Q
USW00073803        5383Q
USW00092762        3664Q
USW00092805        9314R
USW00092806        8585S
USW00092809        9342R
USW00092811        9469S
USW00092821        7667Q
USW00092826        8692Q
USW00092827        8010Q
USW00093005        2803R
USW00093009        1148S
USW00093010        2982S
USW00093013        3228R
USW00093026        5745S
USW00093027        4169R
USW00093033        5677S
USW00093037        3013S
USW00093042        4291S
USW00093044        3595S
USW00093045        5054R
USW00093057        3926R
USW00093058        3859S
USW00093067        3134R
USW00093069        3176R
USW00093073        1986R
USW00093075        3886R
USW00093084        6101R
USW00093101        5090R
USW00093102        3810S
USW00093104        5736R
USW00093107        5024S
USW00093110        3959R
USW00093111        3932R
USW00093112        5883S
USW00093114        6092R
USW00093115        4780Q
USW00093116        4083Q
USW00093129        3233R
USW00093134        5710R
USW00093138        7623R
USW00093139        4199R
USW00093140        8067R
USW00093141        3028R
USW00093167        5320R
USW00093184        5264R
USW00093193        5374S
USW00093197        4621R
USW00093205        4641R
USW00093206        4125R
USW00093209        4460S
USW00093210        4835R
USW00093225        4522R
USW00093227        3587R
USW00093228        3659R
USW00093230        2293R
USW00093241        4649R
USW00093242        4802R
USW00093243        4381Q
USW00093245        1875Q
USW00093706        3670R
USW00093718        5738R
USW00093719        5611S
USW00093720        4140S
USW00093721        3995C
USW00093727        5776S
USW00093729        5351S
USW00093730        3813C
USW00093736        4059R
USW00093738        4104S
USW00093739        4156S
USW00093740        5637R
USW00093741        5084Q
USW00093743        5377Q
USW00093759        4962R
USW00093765        5560R
USW00093773        5002R
USW00093775        4741R
USW00093778        3538R
USW00093780        3729R
USW00093781        4986R
USW00093782        5446R
USW00093783        4788R
USW00093784        4575R
USW00093785        5152R
USW00093786        3977R
USW00093801        5124R
USW00093805        6840C
USW00093806        5914R
USW00093807        4841R
USW00093808        4666S
USW00093809        4638R
USW00093810        4391R
USW00093812        3980S
USW00093814        3984C
USW00093815        3562S
USW00093816        3949R
USW00093817        4397S
USW00093819        3822S
USW00093820        4163C
USW00093821        4711S
USW00093822        3892C
USW00093823        3794Q
USW00093824        3491S
USW00093825        4438R
USW00093831        6483S
USW00093832        6798R
USW00093837        7418S
USW00093839        5487R
USW00093841        6761R
USW00093842        6225C
USW00093845        6628Q
USW00093846        5165S
USW00093862        5560S
USW00093874        6765R
USW00093901        6432R
USW00093909        4192R
USW00093914        6140S
USW00093915        6450R
USW00093919        6284S
USW00093950        5462S
USW00093953        5153R
USW00093967        4828R
USW00093985        5999R
USW00093986        5194S
USW00093987        6537S
USW00093988        5605R
USW00093989        3801S
USW00093990        4024R
USW00093992        5801C
USW00093993        4503S
USW00093997        4205S
USW00094008        2622C
USW00094010        2623R
USW00094012        2519S
USW00094014        2528S
USW00094017        2654R
USW00094023        2647R
USW00094030        2851S
USW00094032        1996R
USW00094037        2603R
USW00094038        2462R
USW00094039        3118R
USW00094040        3645S
USW00094041        2320R
USW00094050        2541R
USW00094051        2595R
USW00094052        2861R
USW00094053        3160R
USW00094054        2549R
USW00094055        2519R
USW00094056        2788R
USW00094057        2801R
USW00094059        2421Q
USW00094060        2575Q
USW00094074        2858Q
USW00094075         935Q
USW00094077        2799Q
USW00094078        2523Q
USW00094079        3000Q
USW00094080        2501Q
USW00094081        2630Q
USW00094082        3127Q
USW00094084        2174Q
USW00094085        3069Q
USW00094088        1696Q
USW00094107        2928R
USW00094119        2272R
USW00094128        2690R
USW00094129        2243R
USW00094143        2476S
USW00094173        1211Q
USW00094176        2549R
USW00094178        3038R
USW00094182        1717R
USW00094185        2446S
USW00094194        2311R
USW00094197        3015R
USW00094224        1864S
USW00094225        1682S
USW00094227        2181R
USW00094236        2436R
USW00094239        3129R
USW00094240        1568S
USW00094248        2505R
USW00094261        2558R
USW00094266        1416R
USW00094273        2610R
USW00094274        2164R
USW00094276        1680R
USW00094281        2791R
USW00094290        2395R
USW00094298        2900R
USW00094299        2705R
USW00094623        2228R
USW00094624        2694R
USW00094626        1870R
USW00094644        2181Q
USW00094645        1781Q
USW00094700        2108R
USW00094702        3316S
USW00094704        3021R
USW00094705        2271S
USW00094720        2835R
USW00094723        2883R
USW00094724        2638R
USW00094725        2435S
USW00094726        2870R
USW00094728        3785S
USW00094732        3841R
USW00094740        1912R
USW00094741        3815R
USW00094745        3097S
USW00094746        2646R
USW00094765        2716R
